Tweet ID,Conversation ID,Depth,Username,Tweet,Date,Personal Attack?
1492,100248,6,Kalli_Katzke,"@Siinrajiaal @pseuderman @DanPriceSeattle result in more profit to whoever owns the robot because in most cases the investment would be used to make more money, not to feed more people, because it will be owned by businesses, not charities)",10/21/20 20:23,neg
1493,100249,1,elerianm,"Just a year ago, it would have been hard to find anyone who believed that some variety of "" #UBI "" (universal basic income) would be in place any time soon.  Well, with this announcement, the #UnitedKingdom is set to have such a scheme for at least a full 12 months (March/March).  https://t.co/19kjAFiihA",11/6/20 15:17,neg
1494,100249,2,CensoredCitize1,@elerianm Socialism with British Characteristics?,11/6/20 15:23,neg
1495,100249,3,BRYN51782084,@CensoredCitize1 @elerianm English*  old school brits are celts  https://t.co/aO056qbc9p,11/6/20 16:41,neg
1501,100250,1,AndrewYang,"Some people warned me months ago “You’re going to be known as the Universal Basic Income guy,” to which I responded “I would be perfectly fine with that.”  😀",11/21/20 17:45,neg
1502,100250,2,tmurph4000,"@AndrewYang UBI doesn't make much sense to me, why not just tax people less?",11/21/20 17:46,neg
1503,100250,3,A_Smitty_56,@tmurph4000 @AndrewYang Taxing people less is not universal or beneficial to those that it needs to apply to.,11/21/20 17:47,neg
1504,100250,4,tmurph4000,"@A_Smitty_56 @AndrewYang If everyone was taxed $1,000k less per month how would that not be the same? Cuts out the middle man too.",11/21/20 17:49,neg
1505,100250,5,IMSiegfried,@tmurph4000 @A_Smitty_56 @AndrewYang Because the people who need it most don't pay a $1000k a month in taxes?,11/21/20 17:50,neg
1506,100251,1,ThePoshLife_,"Black Twitter and its Hazardous Imbalanced, Cancel Culture: The Rise and Fall of Jacquees and Tiffany Haddish but the Unwavering support of R*bert K*lly and 69  In this essay I will....",1/2/19 10:26,neg
1507,100251,2,HeatherGrace7,@ThePoshLife_ Who said she was canceled? She just needs to cancel all her stand up gigs. She is not good at stand up. Not sure why she needs to do it. Just stick to film and tv.,1/2/19 14:59,neg
1508,100251,3,ShuffleHappens,"@HeatherGrace7 @ThePoshLife_ Is that what you would tell a non famous person doing something new?  Basically ""You had a bad gig, quit forever and go back to that job you have already.""   Not judging if you would, just curious.",1/2/19 16:47,neg
1509,100252,1,DegenerateThing,"I am so sick of the cancel culture on Left Twitter. The high school drama, the guilt by association, the way that people build social capital by tearing other people down over and over again. It's turned what used to be a place of escape from my shitty life into a nightmare.",1/8/19 18:13,neg
1510,100252,2,InvictusSamael,"@DegenerateThing OMG! you spoke my mind I just can't believe seeing someone from the left describing exactly, &amp; in regard the cancel culture on the Left. For everthing you said + the Lefts inability to solve problems, moral relativism, identity politics, socialism here's the reason I lean right.",1/8/19 18:29,neg
1511,100252,3,Skelloween,@InvictusSamael @oth_radar @DegenerateThing You're just picking sides like they're football teams. Do you care about policy or optics? It seems like the latter. You want to be in the group who has it easier. It's easier to be right wing because it relies on base level expectations of how things should be.,1/8/19 18:47,neg
1512,100252,4,Comrad_McCarthy,@Skelloween @InvictusSamael @oth_radar @DegenerateThing Because it maintains your own power in society,1/8/19 18:54,neg
1513,100253,1,jillboard,"i don't like cancel culture &amp; i'm not saying ""cancel the weeknd,"" but these are the kinds of lyrics that fucked me up when i was younger &amp; subconsciously kept me in the closet. so it's important to talk about and say ""this is isn't ok""",1/11/19 16:10,neg
1514,100253,2,__BD0822,"@jillboard The Weeknd is an amazing, diverse, extraordinary talent. You’re trippin",1/11/19 18:13,neg
1515,100253,3,8T54Lily,@__BD0822 @jillboard No one is denying his talent. The lyrics might need some work though 🙄,1/11/19 18:16,neg
1516,100253,4,katethegeminiii,@BTS4Lily im bisexual and im not offended 🤷🏻‍♀️ you sound like a child,1/11/19 23:26,pos
1517,100254,1,IWriteAllDay_,And THAT’S why I will never take you nignogs seriously when you mention “cancel culture”. Because your reasoning for challenging “cancelling” swill always be this shallow and indefensible.  https://t.co/bpnPivNu6n,1/20/19 12:30,pos
1518,100254,2,kelechnekoff,@IWriteAllDay_ They rarely cancel the light skinned. I’ve seen it in the UK too. It’s all a sham.,1/20/19 13:08,neg
1519,100254,3,AnushaLDN,@kelechnekoff @IWriteAllDay_ *COUGH COUGH COUGH COUGH COUGH*  https://t.co/LYrccLBUcW,1/20/19 13:09,neg
1520,100255,1,HiTopFilms,"Can cancel culture please cancel Bryan Singer? Please? Singer should be nominated for prison, not best picture.",1/23/19 11:41,neg
1521,100255,2,JokersCornerYT,"@HiTopFilms I have highly respected you in the past but your views on Bryan Singer and other celebrities with such allegations make you look immature and stupid. Come on, Alex you should know better than that. 😒 There hasn't been any legitimate proof yet. Innocent until proven guilty.  https://t.co/p4SYIMuqFa",1/23/19 11:45,neg
1522,100255,3,HiTopFilms,@The8BitMisfit Naw man. I’m with you on innocent until proven guilty. Cancel culture ruined GotG 3 because of public tweets. But Signer has had detailed allegations against him LONG before the Me Too Movement. People just seem to forget about that.  https://t.co/LtsLyyR3sS,1/23/19 11:48,neg
1523,100255,4,TheCBMM1,@HiTopFilms @The8BitMisfit You’re right Alex. Everyone knew about it for well over a decade. It was one of the worst kept secrets in Hollywood. There are even creepy pictures of his pool parties from like 15 years ago.,1/23/19 12:04,neg
1524,100255,5,HiTopFilms,@TheCBMM1 @The8BitMisfit I remember reading about those “parties” when Days of Future Past came out. Sick and twisted.,1/23/19 12:07,neg
1525,100256,1,JRocIsMajor_,Does cancel culture really work in reality or...,1/26/19 18:27,neg
1526,100256,2,AmandaDannielle,@JRocIsMajor_ Sorry for having morals 😕😂,1/26/19 18:33,neg
1527,100256,3,JRocIsMajor_,@AmandaDannielle 💀💀💀,1/26/19 18:37,neg
1528,100257,1,IWriteAllDay_,The main folx tweeting about ‘cancel culture’ rn are gonna hate me tomorrow when my column goes up 😂  https://t.co/PSR2nEwRWL,2/5/19 15:25,neg
1529,100257,2,timswar,"@IWriteAllDay_ Like my wife says about putting on music festivals, “you aren’t a success until someone hates you.”",2/5/19 15:28,neg
1530,100257,3,IWriteAllDay_,@timswar Very true! LOL,2/5/19 15:28,neg
1531,100258,1,plentyofhenny,I’m tired of this whole “boycott” shit as well as “cancel” culture. It’ll last a month or so until it dies down and they forget why they were mad.,2/11/19 12:24,neg
1532,100258,2,Loquacious_Pint,@plentyofhenny Cancel culture sucks,2/11/19 19:18,neg
1533,100258,3,plentyofhenny,@Loquacious_Pint It really does,2/11/19 19:37,neg
1534,100259,1,briebriejoy,"In my latest, I tackle the tension between lefty humanism &amp; righteous cancel culture, and argue that the path to forgiveness requires true penance.    https://t.co/IPKwWTZx3A",2/14/19 11:39,neg
1535,100259,2,XSiveVerbosity,"@briebriejoy If he hadn't lied, if he had just said ""I'm sorry, I was young and ignorant and had no idea how harmful blackface was. I know better now,"" would that have been sufficient?",2/18/19 8:03,neg
1536,100259,3,XSiveVerbosity,"@briebriejoy I was talking about this with my dad, and he shocked the fuck out of me by saying he had *actually been part of a minstrel show* in college, which would've been the early '60s. My reaction was ""Shit...well, okay, at least you know why it was wrong NOW.""",2/18/19 8:10,neg
1540,100260,1,marigolds,Cancel culture is thriving in the YA book world  https://t.co/hiuCb0ZaYY,3/5/19 14:04,pos
1541,100260,2,pivotblock,@marigolds Oh my GOD 🤦🏻‍♀️,3/5/19 15:48,neg
1542,100260,3,marigolds,@pivotblock I knowww,3/5/19 17:23,neg
1543,100261,1,JenSeniorNY,"This week, one of the captains of cancel culture got cancelled himself. Maybe it's because the mob-ordered rules for writing Young Adult fiction are untenable. My column:  https://t.co/xLT3zD8m2k",3/8/19 15:40,neg
1544,100261,2,scrappyearthlin,@JenSeniorNY I totally agree with #MichaelHaneke: (&amp; your piece dismisses all these concerns by saying “it’s art”;  #whiteRibbon is a school on how to touch historical sensitive periods)   https://t.co/Mnj2Suje9u,3/8/19 17:07,neg
1545,100261,3,BryanSmucker,"@scrappynobody_h Hard to take comments like those seriously from the director, twice over even, of Funny Games.",3/9/19 7:23,neg
1546,100262,1,JennieLy,"I’m not partaking in ‘cancel culture’ and ultimately you can make your mind up about this book.  But know that these problematic themes are in there.   I’ve emailed the publisher and offered my feedback also, which hopefully they’ll be interested in?",3/11/19 13:26,neg
1547,100262,2,BookLoverx,@JennieLy I’m interested to see what or if they reply tbh!,3/11/19 13:30,neg
1548,100262,3,PewterWolf,@BookLoverx @JennieLy Same here. And good for you to email them. I would be too scared to.,3/11/19 18:05,neg
1549,100262,4,JennieLy,@PewterWolf @BookLoverx I was a bit scared but 🤷‍♀️  Also I’ve only had two books from them and both have bee trash so if they do black list me - no loss?,3/12/19 5:02,neg
1550,100263,1,EmilyCanham,"I CAN’T STAND this whole ‘cancel culture’ we’ve got going on right now. People make mistakes. One choice does not define a person. They learn from their mistake, we forgive and we move on. Boycotting them, ruining their lives or ‘cancelling’ them is NOT NECESSARY.",3/14/19 18:22,neg
1551,100263,2,Jodie653,@EmilyCanham Ok but if someone said something I don't like I'm going to stop following them. It's a personal choice who you like and who you don't. That's the problem when you rely on people to like and trust you for then to keep engaging with your content.,3/15/19 3:11,neg
1552,100263,3,F_F_Flora,"@Jodie653 @EmilyCanham I think unfollowing is the right thing to do! The problem is when people continue to follow for the sole purpose of bullying, hating on and abusing people who have 'done something wrong'. Unfollowing is the best solution most of the time ❤",3/15/19 5:46,neg
1553,100263,4,Jodie653,@F_F_Flora @EmilyCanham I suppose it's better to quietly remove support rather than berating them or putting pressure on brands to stop working with them.,3/15/19 6:51,neg
1554,100264,1,EricRWeinstein,What’s the ToS strikes game? Blacklisting  The “Alternative Influence Network” report? A blacklist recommendation  Operation Chokepoint? Blacklist  Trust &amp; Safety Star Chambers? Blacklisters  Cancel Culture? Blacklisting  I’m fighting this rebirth of McCarthyism as LeftCarthyism.,3/17/19 19:28,neg
1555,100264,2,JEFSpeaks,"@EricRWeinstein I respect the call for wisdom, but can we acknowledge that dehumanizing rhetoric is a precursor to acts of extermination?  There seems to be more concern for people who have contributed to a climate of bigotry, than for those who suffer the consequences of that same climate.",3/17/19 19:47,neg
1556,100264,3,AmberFaire1,"@JEFSpeaks @EricRWeinstein There seems to be ‘more’ concern for those who are thought to have contributed to bigotry? I think it’s fair to say that social justice advocacy is fierce &amp; ubiquitous on the left, as it should be. He’s addressing an issue given much less consideration, there’s room for both.",3/20/19 10:07,neg
1557,100264,4,JEFSpeaks,"@AmberFaire1 @EricRWeinstein We have an apple and an orange. Both are fruit. Bite into one. It is sweet, but acidic. ""All fruit are acidic."" ""Get rid of fruit because it is acidic.""  There is a flaw of logic,nuance and classification here. It this case it's academic, in the case of New Zealand, it's deadly.",3/20/19 13:09,neg
1558,100264,5,AmberFaire1,"@JEFSpeaks @EricRWeinstein There is a lot of advocacy for social justice. That is good. There is also a conversation to be had about contrary opinions, free speech, and what is acceptable - all of which can be highly subjective. Society requires both. I don’t believe we can tell others who to support.",3/20/19 13:58,neg
1559,100264,6,JEFSpeaks,"@AmberFaire1 @EricRWeinstein Speech is limited when it is life-threatening. This isn't an issue of giving a fair hearing to a point of view. It's an issue of differentiating between criticism and the familiar pattern of generalization, dehumanization, oppression, then extermination.   https://t.co/TMB3IHWcD8",3/20/19 14:06,neg
1560,100264,7,AmberFaire1,"@JEFSpeaks @EricRWeinstein There is no specific line, and that of course, is the problem. People interpret things differently based on their values, experiences, and disposition. So who is the decider?",3/20/19 14:07,neg
1561,100264,8,JEFSpeaks,"@AmberFaire1 @EricRWeinstein There is a line. Incitement to violence, is the line. Speech that threatens life, is the line.",3/20/19 14:09,neg
1562,100264,9,AmberFaire1,"@JEFSpeaks @EricRWeinstein You portray that as an inevitable and delineated progression. It is not. Perhaps advocating for hate speech laws in your country, like we have here in Canada, would help. But even then, people would still have the right to support or cut out whomever they choose.",3/20/19 14:17,neg
1563,100264,10,JEFSpeaks,@AmberFaire1 @EricRWeinstein Is that what I said? No. It isn't.,3/20/19 14:28,neg
1564,100264,11,AmberFaire1,@JEFSpeaks @EricRWeinstein Why is speech that threatens life relevant? He didn’t tweet in support of that. He said that he’ll choose for himself whom to support or remain friends with regardless of blacklisting. You then claimed that this means he cares more about bigots. I disagreed. Perhaps we’re done?,3/20/19 14:41,neg
1565,100264,12,JEFSpeaks,"@AmberFaire1 @EricRWeinstein I acknowledged his call for wisdom, then asked for acknowledgement that dehumanizing speech is dangerous. I then suggested that priorities seem out of order.  You objected, by bringing up non-sequiturs, and claims that you refuse to support.  Sure. We're done.",3/20/19 14:47,neg
1566,100264,13,AmberFaire1,"@JEFSpeaks @EricRWeinstein I can’t show an example as I have no idea how many people become white supremacists but never hurt or kill anyone, nor do you. I also believe that people can be rehabilitated, and that driving rage and hatred underground makes it fester and grow.",3/20/19 14:53,neg
1567,100264,14,JEFSpeaks,"@AmberFaire1 @EricRWeinstein I asked you to show me an example where the pattern of:  Generalization, dehumanization, and oppression.  ...was not followed by an act of extermination.  I am genuinely open to such information.  Allowing that rage a platform has led to massacres.  Again, where's the line?",3/20/19 15:04,neg
1572,100265,1,robertoblake,"I can understand exactly why @pewdiepie unfollowed everyone.   The #cancelculture and outrage culture online where ppl are targeted just for associating with ppl, is going to lead to a lot of ppl being less open and accessible online.  It’s sad actually. 😢",3/23/19 16:15,neg
1573,100265,2,AkilahObviously,@robertoblake @pewdiepie  https://t.co/c0RO2iPxiC,3/23/19 17:21,neg
1574,100265,3,dsmy,@AkilahObviously @robertoblake Personally I think it's due to him being problematic with a heavy drizzle of racially intolerant behavior.,3/23/19 17:29,neg
1575,100265,4,AkilahObviously,"@dsmy @robertoblake Yeah, I'm stretching to do the mental gymnastics where felix is ever the victim of anything but ...",3/23/19 18:20,neg
1576,100265,5,dsmy,@AkilahObviously @robertoblake Apparently it's a different timeline that we're in now!,3/23/19 18:30,neg
1577,100265,6,robertoblake,@dsmy @AkilahObviously In general I think I could say anyone at our level in YouTube is a victim of their own success... but I know there are people who don’t fee that way but in sympathetic to what every content creator goes through since there is no way to really prepare for the experience...,3/23/19 20:52,neg
1578,100265,7,dsmy,"@robertoblake @AkilahObviously Hm, perhaps but at the end of the day it all comes down to personal choice. How you treat others n etc shouldn't be dependent upon a particular level of success. Creating is tough work but at some point what we do is bigger than any one of us.",3/23/19 20:54,neg
1579,100265,8,robertoblake,"@dsmy @AkilahObviously It is but social media, and I’ve been thinking about this and talking with industry folks about this is changing our psychology...  It’s hard to articulate a lot of this in a tweet but the size/scale does dehumanize a person... who is a mere mortal at the end of the day...",3/23/19 20:56,neg
1580,100265,9,dsmy,"@robertoblake @AkilahObviously Also, racism is racism no matter how much lipstick one puts on a pig.",3/23/19 20:56,neg
1581,100265,10,robertoblake,"@dsmy @AkilahObviously That word is very specific and I know people are very sensitive to it... as someone who was ASSAULTED, then as a victim not given benefit of the doubt by police, and then callus treatment by the hospital...  I believe I know it when it I see it. I don’t believe him to be racist.",3/23/19 20:58,neg
1582,100266,1,vgr,How is cancel culture different from call-out culture?,4/2/19 19:38,neg
1583,100266,2,ecceplusultra,"@vgr I've been thinking a lot about punishment. Cancel culture is exile... Denies belonging. Call out culture is shaming... Denies status. These are the preferred models of punishment on the left. The right has different models, denying different needs reflecting their values",4/2/19 20:14,neg
1584,100266,3,forvrin,"@ecceplusultra @vgr I was really confused for a moment.  I hadn't heard of Cancel Culture, but I have heard of Call-out.  It's the difference between Shunning and Shaming.",4/2/19 20:21,neg
1585,100266,4,ecceplusultra,@forvrin @vgr I'm not too familiar with the term myself. I had a vague idea that became much clearer when I defined it in terms of these models of punishment,4/2/19 21:31,neg
1586,100267,1,ggreeneva,"To say that Biden has no understanding of consent or personal space isn't ""cancel culture."" I think Biden's a fundamentally decent man.  But folks, I have a higher bar than ""fundamentally decent person"" right now, with all that's at stake, for the presidency of the United States.",4/5/19 12:18,neg
1587,100267,2,ggreeneva,"@21law Stuff like today's brings into focus, though, that he hasn't changed enough, and his campaign won't differ enough to amount to more than a distraction from the business that needs doing. And I like him too much to see him go out like this.",4/5/19 12:39,neg
1588,100267,3,Mark_Kawada,"@ggreeneva @21law He has similar issues to Clinton, Kerry. They'd be great at governing, but are terrible campaigners, and the MSM won't be compliant for ratings like they are with Trump",4/5/19 12:40,neg
1589,100268,1,PoRiverJamBand,"People responding to Nathan Pyle (""alien comics guy"") turning out to be a pro-lifer with revulsion isn't cancel culture run amok and a sign of the growing polarisation of our culture.  It's a sign of a society that's reached a limit of exhaustion with fundamentalist Christianity.",4/8/19 19:31,neg
1590,100268,2,FearlessSon,@PoRiverJamBand The Christian nationalists still seem to be under the impression that they are the moral arbiters of our culture and don’t seem to have realized we don’t recognize them as such.  Or maybe they have realized that and just think they need the power to bring the rest of us to heel.,4/8/19 23:35,neg
1591,100268,3,PoRiverJamBand,@FearlessSon I mean it's DEFINITELY the latter.,4/8/19 23:36,neg
1592,100268,4,snezeire,@PoRiverJamBand Middle &amp; High School in Oklahoma. I both empathize and agree with this wholeheartedly.,4/9/19 3:52,neg
1593,100269,1,wesyang,Cancel culture made this sort of punitive techno-revisionism first thinkable then inexorable.    https://t.co/G1YF2U3yJJ,4/11/19 17:35,pos
1594,100269,2,mariachong,@wesyang Financial irregularity/rigging have always had some social penalty.  Wesley Snipes’s career mostly fizzled after his tax cheating. Zöe Baird and Kimba Wood were both dropped from Supreme Court noms very publicly after revelations of non-payment of employee taxes.,4/12/19 12:00,neg
1595,100269,3,wesyang,@mariachong The dimension that is novel here is following House of Cards in editing out someone mid season in material already filmed.,4/12/19 12:02,neg
1596,100269,4,mariachong,"@wesyang Woke culture doesn’t propel these firings. More like liability and public perception. Isaiah Washington was written out for a slur in 2007. Charlie Sheen, 2011. Shannen Doherty in 1994 for bad behavior. John Amos in 1976 for “voicing dissatisfaction.”",4/12/19 12:19,neg
1597,100269,5,wesyang,@mariachong Written out is not editing out,4/12/19 12:20,neg
1598,100269,6,SteveCLitch,@wesyang Anyone reading my posts anywhere knows that I'm about as anti-feminist as you can get. But nobody yanked all of Arnold Schwarzenegger's Terminator movies (which I'm glad about) after all his affairs cheating on Maria Shriver.  I want to see Lori Loughlin's Garage Sale movies too!,4/12/19 12:22,neg
1599,100270,1,TerryBlas,"If the same generation that boycotts  Chick-fil-A gets super hyped about and attends Coachella, which is owned by Philip Anschutz, then I really don’t understand “cancel culture.” Cause this is where your ticket money went:  https://t.co/5AlOJgrcO6",4/14/19 3:10,neg
1600,100270,2,KeeganDitty,"@TerryBlas We can't even agree to end cfa and it's a restaurant. You think were gonna all agree to pass up Coachella clout because ""boohoo the gays?"" Ive had a twenty something tell me she doesn't care that cfa supports conversion camps the chicken nuggets are to die for...",4/14/19 13:34,neg
1601,100270,3,KeeganDitty,"@TerryBlas So if people are willing to give up their morals for chicken nuggets, they'd probably still go to Coachella if they made it so you had to exchange the head of a f*g for a ticket",4/14/19 13:36,neg
1602,100271,1,JayFromTGF,"Cancel culture is fucking bullshit, it's so funny seeing everyone start hating someone just because they know other people will agree with them, although it's not their own real view  hahhaah you fucking suck if your your relevancy relies on other peoples mistakes hahahahah",4/26/19 16:15,pos
1603,100271,2,Callux,@JayFromTGF t h iiiii s,4/26/19 17:56,neg
1604,100271,3,orbitzexplore,@Callux @JayFromTGF Can you order me a McDonald’s mans hungry 😂😂😂,4/26/19 18:46,neg
1998,100272,1,dj_walnut,"it's weird that there's only one intelligent species on earth. it makes it hard to thing about ethics regarding aliens given that we have only to deal with one species, humans. the exception being animal rights",8/17/19 17:10,neg
1999,100272,2,WeebHutJR,"@dj_walnut Idk if I'd call a species that has previously nuked, and is currently destroying their own planet intelligent.",8/18/19 4:33,neg
2000,100272,3,WeebHutJR,@dj_walnut Crows are hella smart though.,8/18/19 4:33,neg
2001,100273,1,PeterEgan6,This is shocking reference confirms the biased attitude towards animal activists by local police : Devon police apologise for calling animal rights activists 'idiots'  https://t.co/TquVd2lM8U,8/23/19 16:55,neg
2002,100273,2,Pool_Ard,@PeterEgan6 The BBC called activists who took animals from a lab ‘animal rights terrorists’. It’s very sad that the BBC has become the Governments right wing fear machine.,8/23/19 20:48,neg
2003,100273,3,EvRvO123,@Pool_Ard @PeterEgan6 Hear hear!,8/24/19 8:56,neg
2004,100274,1,vegix,"Every day it becomes easier to not eat animals. 💞  ""KFC is testing fried `chicken` made with faux meat, the chain announced on Monday.""    https://t.co/JEUEIvafxD  #AnimalRights🐔  #BeTheChange4Animals💚  #OneVoice1📢  #OneVoiceEarth 🌍  #Vegan🌱",8/26/19 19:26,neg
2005,100274,2,PrinPeta,"@vegix We have an organic vege garden too, and chooks.",8/26/19 20:47,neg
2006,100274,3,vegix,@PrinPeta Cheers! 💚🌱,8/26/19 21:45,neg
2007,100275,1,RealSaavedra,Animal rights groups are hunting for a woman who was filmed allegedly stubbing out a *lit cigarette* on a puppy's eyes  https://t.co/DqqZjr2Nc0,9/5/19 19:54,neg
2008,100275,2,DLoesch,@RealSaavedra I hope they find her and she’s charged.,9/5/19 19:56,neg
2009,100275,3,The_Ryan_Shull,@DLoesch @RealSaavedra Authorities should treat her the way she treated her dog.,9/5/19 19:57,neg
2010,100276,1,Federica989111,100% Favorevole alla pena di morte per chi maltratta gli animali!!! #animals #AnimalRights  https://t.co/0lEOiX4L1n,9/11/19 17:32,neg
2011,100276,2,BulleriSimone,"@Federica989111 Ergo, per chi stupra, violenta, per i pedofili, la pena conseguente è lo scioglimento nell'acido, vivi!!!! Mi sembra la giusta parità, volere più bene agli animali che agli UMANI e sintomo di malattia mentale, senza se e senza ma!!!!",9/12/19 6:42,neg
2012,100276,3,FilippoTommaso2,"@BulleriSimone @Federica989111 Ergo,  adesso però rimani tranquillo e prendi la pastiglietta che oggi hai dimenticato!! Sei agitato!!",9/12/19 6:59,neg
2013,100277,1,sasathebutcher,"Help me, Twitter.   I'm hoping to begin fundraising for some charities/non-profits/good causes, and I need y'all to shout-out awesome and inclusive groups.  Some topic suggestions (not limits): ocean life, lgbtq+, animal rights, foster care, education.  RT Please!",9/17/19 17:50,neg
2014,100277,2,alexhareland,@sasathebutcher I worked with the Endometriosis Foundation for America and they were GREAT! highly rec!,9/17/19 18:14,neg
2015,100277,3,sasathebutcher,@alexhareland Thanks so much for the suggestion. I'll look them up!,9/17/19 18:29,neg
2016,100278,1,ThatVeganScot,"If meat is so nutritious, why aren't blood &amp; meat smoothies &amp; drinks popular? Here's a clue - it's because it's not. #vegan #GoVegan #plantbased #crueltyfree #AnimalRights #ClimateChange #healthy",9/23/19 17:32,neg
2017,100278,2,ThatVeganScot,"@IanRKer Oh, &amp; I used to like black pudding too - but even then I wouldn't have claimed it was healthy.",9/23/19 18:02,neg
2018,100278,3,IanRKer,"@markmckay66 But we don't exist solely on meat (which seems to be your argument). If your so-called nutrition metric (which you still haven't defined) was the only criterion, we'd only eat the top few from the table - but I doubt we'd be very healthy",9/23/19 18:03,neg
2019,100279,1,PartidoPACMA,"🦍❤ ¡Hoy es un día histórico!  La orangutana Sandra, declarada ""persona no humana"" por la justicia argentina, deja el zoo para vivir en un santuario en USA  Por primera vez en sus 33 años de vida, Sandra vivirá en libertad  #DerechosAnimales #AnimalRights  https://t.co/5IlDaebiiE",9/26/19 16:06,neg
2020,100279,2,MomentosValery,@PartidoPACMA 🙏🙏🙏🙏🙏🙏 esto es una gran noticia 😍,9/26/19 19:41,neg
2021,100279,3,Javier14356252,@MomentosValery @PartidoPACMA Hola hermosa,9/27/19 10:28,neg
2022,100280,1,Ethica11y_Vegan,🇬🇧 THIS DEFIES BELIEF : Man who purchased CATS to use as LIVE BAIT for his FIGHTING DOGS jailed for 10 MONTHS ! #AnimalCruelty   #GoVegan #vegan #dogs #cats #ThursdayMotivation #thursdaymorning #ThursdayThoughts #AnimalRights #Thursday #Morning #animal #uk  https://t.co/IT0vJs4U7p,10/2/19 17:50,neg
2023,100280,2,snakeeyes080504,@Ethica11y_Vegan Only 10 months? He will get out and do the same thing. He needs to be killed,10/2/19 19:44,neg
2024,100280,3,notonyourNally,"@snakeeyes080504 @Ethica11y_Vegan I wish all animal abusers would die a hideous, painful death.",10/3/19 3:07,neg
2025,100281,1,ScooterCasterNY,"Lil Kim got harassed by animal activists for wearing fur, when she arrived at the BUILD Series studios in Manhattan, New York #lilkim #BUILDseries #nyc #AnimalRights  https://t.co/daLBk5WW7a",10/8/19 16:58,neg
2026,100281,2,ZTG___,@ScooterCasterNY Nicki would never 👑👸🏽  https://t.co/KMgRjw9LOS,10/8/19 17:55,neg
2027,100281,3,TreybaileCEO,"@ZTG___ @ScooterCasterNY Would never what? Y’all ass be saying anything , next",10/8/19 20:13,pos
2028,100282,1,ClickHole,Animal Rights Win! Someone Gave This Horse A Computer  https://t.co/aOFIDga9Oc  https://t.co/qmNLUR8l0o,10/14/19 17:00,neg
2029,100282,2,EvilViergacht,@ClickHole @ToledoTheHorse's backstory.,10/14/19 17:44,neg
2030,100282,3,IronBoomerSTL,@EvilViergacht @ClickHole @ToledoTheHorse That or @SciHoss,10/14/19 18:32,neg
2031,100283,1,DailyMailUK,Animal rights activists are HOSED with water after 150-strong mob storm pig farm  https://t.co/TUDMGWeo54,10/26/19 17:21,neg
2032,100283,2,apcyberax,@DailyMailUK Pigs blood next time,10/26/19 17:46,neg
2033,100283,3,JWMediaworks,@apcyberax @DailyMailUK Or threaten them with the jobcentre 🤪,10/27/19 10:26,neg
2034,100284,1,hilltopgina,Just like me when I get my head and ears rubbed. We are all the same. To not see this is blindness to life.   #govegan #sentience #animalrebellion #AnimalRights #animalsfeel #FridayMotivation,11/8/19 16:20,neg
2035,100284,2,williamconker,"@hilltopgina Beautiful, but looks more like a kid (goat) than a lamb, wattles.",11/9/19 2:07,neg
2036,100284,3,hilltopgina,@williamconker I thought that too. A kid for sure. 🐐,11/9/19 2:16,neg
2037,100285,1,Luana84473134,Brighton and Hove Council: Close Brighton and Hove #GreyhoundRacing Stadium-  ¡Sign the Petition!!!✍🙏🙏🙏🙏👇👇  https://t.co/ZcO0M0LOGG vía @Change   #EndGreyhoundRacing  #BanGreyhoundRacing  #AnimalRights,11/11/19 16:07,neg
2038,100285,2,Petlover264,@Luana84473134 @Change  https://t.co/ocQVpNcWVi,11/11/19 22:04,neg
2039,100285,3,rsa666381,@Petlover264 @Luana84473134 @Change signed,11/11/19 22:30,neg
2040,100286,1,JohnCarmack,"Counterpoint: human rights and animal rights are both important, and fighting for both is necessary if we truly seek to end oppression.   Put another way, we can and should do two things.   (Please don't yell at me)",11/14/19 14:57,neg
2041,100286,2,FeitingWords,"@JohnCarmack I find this argument (the one you are responding to, not yours) frustrating as hell. It always boils down to ""we should not focus on non-human animals until human problems are solved"". Which, since there will always be human problems, becomes ""ignore non-human animals forever"".",11/14/19 15:36,neg
2042,100286,3,JohnCarmack,"@FeitingWords It demoralizes me a bit, especially when it comes from voices I've come to respect. It undermines my sense of purpose to see I haven't been heard, and sends me back to the drawing board on explaining myself &amp; what I'm doing. But..maybe that's just advocacy. ¯\_(ツ)_/¯ Iteration.",11/14/19 15:41,neg
2043,100287,1,jjameswalton,"my little brother wrote a story about a turkey that writes a manifesto and rallies other animals that are eaten on holidays to revolt against humans and create animal rights for all animals with full illustrations, outlines, love interest and plot twists i am fully shaking",11/20/19 17:23,neg
2044,100287,2,AIRPORTDEB,@jjameswalton Animal Farm by George Orwell?,11/20/19 22:35,neg
2045,100287,3,jjameswalton,@AIRPORTDEB More like Chicken Run but PG-13 haha,11/20/19 22:50,neg
2046,100288,1,Gr3Te4rights,#NoHunt #animalrescue #AnimalRights #AnimalsDeserveMore  https://t.co/m5vJDu66pZ,11/26/19 17:02,neg
2047,100288,2,CjReilly5,"@Gr3Te4rights OMG! Animals deserve so much more than we humans have to offer! My latest rescue, Sebastian! He was starved, neglected. Just look at him now! Fat, happy, tame.  https://t.co/Np0UJWwzqD",11/26/19 17:07,neg
2048,100288,3,Gr3Te4rights,@CjReilly5 💙💙💙💙,11/26/19 19:08,neg
